ticker,news_sentiment_7d,news_sentiment_30d,news_sentiment_trend,news_volume_7d,news_volume_ratio,news_positive_pct,news_negative_pct,filing_count_30d,filing_sentiment,has_8k_recent,filing_risk_sentiment,mgmt_outlook,fda_event_recent,fda_sentiment,clinical_trial_active,regulatory_risk,days_to_earnings,earnings_surprise_last,guidance_sentiment,event_risk_score,sentiment_confidence,composite_sentiment
CRWD,-0.32254909528419373,-0.32254909528419373,0.0,10,4.28,20.0,60.0,2,0.0,1,0.0,0.0,0,0,0,0.3,90,1.5615081883965987,0,0.3004901809431612,0.8,-0.11054992106687289
CSCO,0.19790689693763852,0.19790689693763852,0.0,10,4.28,50.0,30.0,1,0.0,0,0.0,0.0,0,0,0,0.3,90,1.7473144579020474,0,0.2654186206124723,0.8,0.07188838561502656
CSGP,0.239947129227221,0.239947129227221,0.0,10,4.28,50.0,30.0,2,0.0,1,0.0,0.0,0,0,0,0.3,90,24.803299148081827,0,0.31701057415455575,0.8,0.12118644395165008
CSX,0.3595316936261952,0.3595316936261952,0.0,10,4.28,70.0,30.0,2,0.0,1,0.0,0.0,0,0,0,0.3,90,10.599552457624931,0,0.29309366127476094,0.8,0.14173542145560572
CTAS,0.062224282417446375,-0.0804504937492311,0.14267477616667748,4,1.712,20.0,30.0,2,0.0007090583443641662,0,0.0,0.0003545291721820831,0,0,0,0.3,90,0.39754187953914044,0,0.3525551435165107,0.8,0.02258752916872419
CTRA,0.17520329914987087,0.11528494181111455,0.05991835733875632,6,2.568,40.0,30.0,3,0.001595381274819374,1,0.0,0.000797690637409687,0,0,0,0.3,90,-16.909900504932143,0,0.3899593401700258,0.8,0.0364349183275024
CTSH,0.3980280750896782,0.3980280750896782,0.0,10,4.28,60.0,20.0,2,0.0,1,0.0,0.0,0,0,0,0.3,90,4.977429852581686,0,0.2853943849820644,0.8,0.14677597106025989
CTVA,0.05783143900334835,0.3381342999637127,-0.28030286096036433,5,2.14,50.0,10.0,1,0.0,0,0.0,0.0,0,0,0,0.3,90,-1.5968153151138302,0,0.29343371219933034,0.8,0.017845780678501174
CVNA,0.5252236458472908,0.5252236458472908,0.0,10,4.28,60.0,10.0,2,0.0,1,0.0,0.0,0,0,0,0.3,90,50.0,0,0.2599552708305418,0.8,0.25882827604655173
CVS,0.2187356329523027,0.2187356329523027,0.0,10,4.28,50.0,30.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,9.375156787782107,0,0.20125287340953946,0.8,0.0906202067149791
CVX,0.45798803512006997,0.45798803512006997,0.0,10,4.28,70.0,30.0,1,0.0,0,0.0,0.0,0,0,0,0.3,90,5.204144489586873,0,0.213402392975986,0.8,0.16810202902640478
D,0.1615993642481044,-0.013105846662074327,0.1747052109101787,8,3.424,20.0,30.0,1,0.0,0,0.0,0.0,0,0,0,0.3,90,1.4017297942141478,0,0.27268012715037915,0.8,0.05866237217815776
DAL,-0.3841322432272136,-0.3841322432272136,0.0,10,4.28,20.0,70.0,2,0.001595381274819374,0,0.0,0.000797690637409687,0,0,0,0.3,90,11.348887381039374,0,0.28817355135455724,0.3,-0.11694433967551987
DASH,-0.20447773979976774,-0.20447773979976774,0.0,10,4.28,0.0,30.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,-17.729329494035373,0,0.20410445204004646,0.8,-0.09816120317097177
DD,0.31242320127785206,0.6494466210715473,-0.3370234197936952,1,0.428,80.0,10.0,1,0.0,0,0.0,0.0,0,0,0,0.3,90,6.594985401121574,0,0.24251535974442961,0.8,0.11924059854893057
DDOG,0.3557251965627074,0.3557251965627074,0.0,10,4.28,60.0,20.0,1,0.0,1,0.0,0.0,0,0,0,0.3,90,6.333129077605153,0,0.23385496068745854,0.8,0.1340035124133553
DE,-0.29265408534556625,-0.29265408534556625,0.0,10,4.28,10.0,40.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,15.420569662514062,0,0.18646918293088677,0.8,-0.07929807537717709
DECK,-0.37533665671944616,-0.37533665671944616,0.0,10,4.28,10.0,60.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,20.474081792133376,0,0.16993266865611079,0.8,-0.10065670716360609
DELL,0.6324537221342326,0.6324537221342326,0.0,10,4.28,70.0,10.0,1,0.0,1,0.0,0.0,0,0,0,0.3,90,10.738188163824205,0,0.1785092555731535,0.8,0.2374660849927177
DG,0.3426014296710491,0.2152412394993007,0.1273601901717484,8,3.424,50.0,30.0,0,0.0021271750330924986,0,0.0,0.0010635875165462493,0,0,0,0.3,90,17.845323433512032,0,0.17647971406579016,0.8,0.14731663804506298
DGX,0.7398242838680744,0.5532599192578346,0.18656436461023984,5,2.14,80.0,10.0,2,-0.006595728546380996,1,0.0,-0.003297864273190498,0,0,0,0.3,90,5.612680280845239,0,0.21703514322638512,0.3,0.26537880121117957
DHI,-0.02730308547616005,-0.02730308547616005,0.0,10,4.28,40.0,40.0,3,0.0,1,0.0,0.0,0,0,0,0.3,90,4.726239065692344,0,0.419539382904768,0.8,-0.0024667213181175027
DHR,-0.02737793354317546,-0.02737793354317546,0.0,10,4.28,50.0,50.0,4,0.0,1,0.0,0.0,0,0,0,0.3,90,6.451146158457186,0,0.4795244132913649,0.8,9.444249757436726e-05
DIA,-0.9357891976833344,-0.28963610902428627,-0.6461530886590481,1,0.428,30.0,60.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,0.0,0,0.057842160463333125,0.8,-0.327526219189167
DIS,-0.03106881454586983,-0.03106881454586983,0.0,10,4.28,0.0,20.0,0,0.0014181166887283325,0,0.0,0.0007090583443641662,0,0,0,0.3,90,3.439522782078931,0,0.23878623709082603,0.3,-0.005289365911317543
DLR,0.5788967558182776,0.5788967558182776,0.0,10,4.28,70.0,10.0,1,0.0,1,0.0,0.0,0,0,0,0.3,90,2.7106685124815884,0,0.18922064883634448,0.8,0.20667986730511953
DLTR,-0.18325111948485887,-0.2877216256223619,0.10447050613750306,7,2.996,20.0,60.0,0,0.004081985168159008,0,0.0,0.002040992584079504,0,0,0,0.3,90,1.1266136805347022,0,0.20834977610302824,0.3,-0.06122337574845085
DOC,-0.41108981147408485,0.04865237811787261,-0.45974218959195745,1,0.47555555555555556,10.0,20.0,0,0.0014181166887283325,0,0.0,0.0007090583443641662,0,0,0,0.3,90,50.0,0,0.162782037705183,0.3,-0.06845599900931117
DOV,0.649233041703701,0.649233041703701,0.0,10,4.28,70.0,0.0,3,0.0,1,0.0,0.0,0,0,0,0.3,90,0.4237176155533418,0,0.2951533916592598,0.8,0.22786714101962535
DOW,-0.20712942089885472,-0.20712942089885472,0.0,10,4.28,10.0,50.0,3,0.0,1,0.0,0.0,0,0,0,0.3,90,50.0,0,0.38357411582022904,0.8,0.0025047026854008447
DPZ,-0.46425173096358774,-0.46425173096358774,0.0,10,4.28,10.0,60.0,4,0.0,1,0.0,0.0,0,0,0,0.3,90,-3.3214806561030383,0,0.39214965380728245,0.8,-0.16747032682141025
DRI,0.4292846596799791,0.1181052003055811,0.311179459374398,4,1.712,60.0,40.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,0.29408264912371085,0,0.1591430680640042,0.8,0.15069075486167824
DTE,0.27323977975174785,0.27323977975174785,0.0,10,4.28,40.0,20.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,8.288322581068577,0,0.19035204404965045,0.8,0.1080664067847146
DUK,0.3564996184781194,0.3564996184781194,0.0,10,4.28,50.0,20.0,1,0.002127175033092499,0,0.0,0.0010635875165462495,0,0,0,0.3,90,0.4910663442020044,0,0.23370007630437611,0.8,0.12614961849357254
DVA,0.5976573629304767,0.40897767888382075,0.18867968404665592,5,2.14,50.0,20.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,6.5086162337926785,0,0.12546852741390468,0.8,0.21894300137635583
DVN,0.30380413280799984,0.30380413280799984,0.0,10,4.28,40.0,10.0,4,0.0,1,0.0,0.0,0,0,0,0.3,90,-0.8092513517763713,0,0.4242391734384,0.8,0.10511756945513538
DXCM,-0.17803055339027196,-0.2013305490836501,0.02329999569337815,8,3.424,10.0,40.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,4.502843092054727,0,0.20939388932194564,0.8,-0.055556429048513094
EA,0.5352973472326994,0.26003965297713877,0.2752576942555606,3,1.284,60.0,30.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,-50.0,0,0.13794053055346012,0.8,0.11235407153144479
EBAY,0.23811254007741808,0.23811254007741808,0.0,10,4.28,40.0,20.0,2,0.0,1,0.0,0.0,0,0,0,0.3,90,4.43902908738064,0,0.31737749198451637,0.8,0.08999793265816729
ECL,0.24420598484575748,0.24420598484575748,0.0,10,4.28,40.0,20.0,2,0.0003545291721820831,1,0.0,0.00017726458609104156,0,0,0,0.3,90,0.12250282698830686,0,0.3161588030308485,0.8,0.08576220768815221
ED,0.24632377699017524,0.2144739949144423,0.03184978207573294,5,2.14,50.0,30.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,3.441462592545244,0,0.19573524460196495,0.8,0.09137551583537919
EFX,0.4855905011296272,0.4855905011296272,0.0,10,4.28,70.0,10.0,3,0.0,1,0.0,0.0,0,0,0,0.3,90,9.696976845681125,0,0.32788189977407456,0.8,0.1845021406638912
EG,-0.053811627952381966,-0.053811627952381966,0.0,10,4.28,10.0,20.0,2,0.0,1,0.0,0.0,0,0,0,0.3,90,-4.098106335383242,0,0.35423767440952364,0.8,-0.02498122928640855
EIX,0.1537817820906639,0.1537817820906639,0.0,10,4.28,50.0,30.0,5,0.0,1,0.0,0.0,0,0,0,0.3,90,7.13585127733095,0,0.5142436435818672,0.8,0.06452740064772879
EL,0.19430669717904595,0.17398468544706702,0.020322011731978923,9,3.852,50.0,30.0,1,0.005442646890878678,0,0.0,0.002721323445439339,0,0,0,0.3,90,6.5983159861541925,0,0.26613866056419083,0.8,0.07953761205916096
ELV,0.5369277050718665,0.5369277050718665,0.0,10,4.28,70.0,10.0,2,0.0,1,0.0,0.0,0,0,0,0.3,90,16.36016523513447,0,0.2576144589856267,0.8,0.21246494462785495
EME,0.499527247203514,0.499527247203514,0.0,10,4.28,70.0,10.0,2,0.0021271750330924986,1,0.0,0.0010635875165462493,0,0,0,0.3,90,15.845221299939203,0,0.2650945505592972,0.8,0.19924052098106643
EMR,-0.14249443129769393,-0.023114131204783915,-0.11938030009291001,7,2.996,20.0,40.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,3.394307647637867,0,0.21650111374046122,0.8,-0.04478158948273607
EOG,0.008451244002208114,0.008451244002208114,0.0,10,4.28,20.0,30.0,1,0.0,0,0.0,0.0,0,0,0,0.3,90,3.3782368317986053,0,0.3033097511995584,0.8,0.008025290648470748
EPAM,-0.4058443596586585,-0.10769335622899234,-0.29815100342966616,2,1.07,20.0,50.0,1,0.0,0,0.0,0.0,0,0,0,0.3,90,3.2269504668961217,0,0.22383112806826827,0.8,-0.13720510018018628
EQIX,0.40850282786414027,0.40850282786414027,0.0,10,4.28,40.0,0.0,2,0.0005317937582731247,1,0.0,0.0002658968791365623,0,0,0,0.3,90,-13.024420304615642,0,0.2832994344271719,0.8,0.12359889742300754
EQR,0.4175539577586783,0.3775651125237346,0.039988845234943726,9,3.852,50.0,10.0,2,0.0,1,0.0,0.0,0,0,0,0.3,90,-20.083653318705426,0,0.2814892084482643,0.8,0.11601840523747925
EQT,0.2639358533546329,0.2639358533546329,0.0,10,4.28,50.0,20.0,4,0.0012763050198554991,1,0.0,0.0006381525099277496,0,0,0,0.3,90,11.223554571144897,0,0.4322128293290734,0.8,0.10959577203679549
ERIE,0.18858836218714714,0.08929348737001419,0.09929487481713295,4,1.712,40.0,30.0,2,0.0,1,0.0,0.0,0,0,0,0.3,90,-5.264705882352949,0,0.32728232756257053,0.8,0.058108867941972064
ES,0.21374253975227475,0.16747203264385463,0.04627050710842012,8,3.424,50.0,40.0,1,0.0021271750330924986,0,0.0,0.0010635875165462493,0,0,0,0.3,90,1.635238389081485,0,0.26225149204954507,0.8,0.07790089900684613
ESS,0.28781230623523396,0.2817691408097744,0.0060431654254595735,9,3.852,50.0,10.0,2,0.0,1,0.0,0.0,0,0,0,0.3,90,15.54783680443703,0,0.30743753875295315,0.8,0.12405606238898742
ETN,0.34168191419707405,0.3106615098193288,0.03102040437774528,9,3.852,50.0,30.0,1,0.0,1,0.0,0.0,0,0,0,0.3,90,0.34472783375921767,0,0.2366636171605852,0.8,0.12010576171961473
ETR,-0.03357815397903323,-0.03357815397903323,0.0,10,4.28,30.0,30.0,1,0.0,1,0.0,0.0,0,0,0,0.3,90,2.2592152199762205,0,0.2982843692041934,0.8,-0.0083635310626973
EVRG,0.9261979300063103,0.5696882319170982,0.3565096980892122,4,2.14,70.0,20.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,-24.257452525653274,0,0.05976041399873793,0.8,0.2877830967137287
EW,0.5498279942613509,0.5623910536989569,-0.01256305943760605,9,3.852,70.0,10.0,1,0.0,1,0.0,0.0,0,0,0,0.3,90,7.330095083456034,0,0.1950344011477298,0.8,0.20343494061665685
EXC,-0.1147611482689778,0.04627639921382069,-0.1610375474827985,6,2.568,30.0,30.0,1,0.004081985168159008,1,0.0,0.002040992584079504,0,0,0,0.3,90,7.977526033564543,0,0.28204777034620443,0.3,-0.02697551729334771
EXE,0.21454231524839998,0.21454231524839998,0.0,10,4.28,40.0,10.0,4,0.0,1,0.0,0.0,0,0,0,0.3,90,5.372918334612664,0,0.44209153695032,0.8,0.08314918783885898
EXPD,-0.06481487237449203,-0.1686293468810618,0.10381447450656976,7,2.996,40.0,50.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,1.9354044235860686,0,0.23203702552510158,0.8,-0.019782098695693105
EXPE,0.31261037178337575,0.31261037178337575,0.0,10,4.28,20.0,0.0,2,0.0010635875165462493,1,0.0,0.0005317937582731247,0,0,0,0.3,90,12.209790749519838,0,0.3024779256433248,0.8,0.12804739250342514
EXR,0.4693303241704901,0.516343132313341,-0.04701280814285086,9,3.852,60.0,0.0,1,0.0,1,0.0,0.0,0,0,0,0.3,90,3.3957335655202363,0,0.211133935165902,0.8,0.16935921380795188
F,0.3813470569904894,0.3813470569904894,0.0,10,4.28,50.0,10.0,4,0.0,1,0.0,0.0,0,0,0,0.3,90,-32.86511051435654,0,0.4087305886019021,0.8,0.08417380417513648
FANG,-0.04194017592817545,0.13407813562080265,-0.1760183115489781,7,2.996,30.0,20.0,3,0.001595381274819374,0,0.0,0.0,0,0,0,0.3,90,-13.15545174138292,0,0.4166119648143649,0.3,-0.03393362480448997
FAST,-0.14569969922304155,-0.018386913184076547,-0.127312786038965,5,2.14,20.0,20.0,4,0.0,1,0.0,0.0,0,0,0,0.3,90,0.8403361344537823,0,0.45586006015539166,0.8,-0.04973439052638386
FCX,0.18927692975848914,0.18927692975848914,0.0,10,4.28,60.0,30.0,1,0.004081985168159008,1,0.0,0.002040992584079504,0,0,0,0.3,90,21.94861042767591,0,0.2671446140483022,0.8,0.10039443660743276
FDS,0.4534286567941308,0.4534286567941308,0.0,10,4.28,70.0,20.0,3,0.0007090583443641662,0,0.0,0.0003545291721820831,0,0,0,0.3,90,1.894180837040135,0,0.3343142686411738,0.8,0.1617540186368152
FDX,0.18680011588148773,0.18680011588148773,0.0,10,4.28,40.0,30.0,1,0.001701740026473999,0,0.0,0.0008508700132369995,0,0,0,0.3,90,25.51971137638937,0,0.26763997682370244,0.8,0.10417012963104696
FE,0.03308490673080087,0.03308490673080087,0.0,10,4.28,30.0,30.0,2,0.0,1,0.0,0.0,0,0,0,0.3,90,0.6317437244926439,0,0.3583830186538398,0.8,0.012527332942519268
FER,0.0,0.8520683757960796,-0.8520683757960796,0,0.0,80.0,10.0,3,0.0,0,0.0,0.0,0,0,0,0.3,90,0.0,0,0.425,0.5,0.0
FFIV,0.4393095690757036,0.4393095690757036,0.0,10,4.28,50.0,0.0,2,0.0,1,0.0,0.0,0,0,0,0.3,90,12.862897624670092,0,0.27713808618485924,0.8,0.1730526956135014
FICO,0.39497141456231477,0.39497141456231477,0.0,10,4.28,60.0,20.0,2,-0.016783754527568816,1,0.0,-0.008391877263784408,0,0,0,0.3,90,13.912030750780518,0,0.286005717087537,0.3,0.15407291486471028
FIS,-0.3068044301122427,0.044777185935527083,-0.3515816160477698,5,2.14,30.0,30.0,1,0.002332562953233719,0,0.0,0.0011662814766168594,0,0,0,0.3,90,-0.49515506171670404,0,0.24363911397755145,0.3,-0.10742451424588986
FISV,0.051132417470216754,0.20432666232809424,-0.15319424485787747,5,2.14,50.0,20.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,4.6008609859813765,0,0.23477351650595663,0.8,0.024797637593547927
FITB,0.0704285316169262,0.4711313799023628,-0.4007028482854366,4,1.712,60.0,10.0,3,0.002721323445439339,1,0.0,0.0013606617227196695,0,0,0,0.3,90,-32.16046311790512,0,0.41091429367661475,0.8,-0.022774311577301705
FIX,0.6842203113250435,0.6842203113250435,0.0,10,4.28,70.0,0.0,2,0.0007090583443641662,1,0.0,0.0003545291721820831,0,0,0,0.3,90,50.0,0,0.22815593773499132,0.8,0.31468982646707444
FOX,-0.2780846767127514,-0.06854017097502947,-0.20954450573772193,5,2.14,30.0,30.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,0.0,0,0.18938306465744975,0.8,-0.09732963684946298
FOXA,-0.2780846767127514,-0.06854017097502947,-0.20954450573772193,5,2.14,30.0,30.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,50.0,0,0.18938306465744975,0.8,-0.022329636849462986
FRT,0.6486619846629245,0.6443991316482425,0.004262853014681989,7,2.996,80.0,0.0,1,0.0,0,0.0,0.0,0,0,0,0.3,90,50.0,0,0.17526760306741512,0.8,0.30203169463202356
FSLR,-0.28679852715382975,-0.3522886744700372,0.06549014731620745,9,3.852,10.0,50.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,-6.345480685690408,0,0.18764029456923403,0.8,-0.10989770553237602
FTNT,-0.09549715014873073,0.00820210729725659,-0.10369925744598732,8,3.424,30.0,30.0,0,0.0021271750330924986,0,0.0,0.0010635875165462493,0,0,0,0.3,90,8.954440902304187,0,0.22590056997025387,0.3,-0.01935418868867172
FTV,0.47265857248567045,0.14997257452665103,0.3226859979590194,4,1.9022222222222223,40.0,20.0,0,0.0010635875165462493,0,0.0,0.0005317937582731247,0,0,0,0.3,90,7.355011093351152,0,0.1504682855028659,0.8,0.17678209326497524
GD,0.8096277357079089,0.8096277357079089,0.0,10,4.28,90.0,0.0,2,0.0,1,0.0,0.0,0,0,0,0.3,90,11.020249010295082,0,0.2030744528584182,0.8,0.2999000810132107
GDDY,0.14947609261920056,0.3941122772172093,-0.24463618459800876,6,2.568,70.0,10.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,14.04748176824285,0,0.2151047814761599,0.8,0.07338785506908446
GE,-0.20262643359601498,-0.20262643359601498,0.0,10,4.28,30.0,50.0,2,0.0,1,0.0,0.0,0,0,0,0.3,90,16.308881371194182,0,0.32447471328079697,0.8,-0.04645592970181396
GEHC,-0.7024613475892693,-0.7024613475892693,0.0,10,4.28,0.0,70.0,2,0.0,1,0.0,0.0,0,0,0,0.3,90,-5.711591759764572,0,0.22450773048214612,0.8,-0.2544288592958911
GEN,0.0,-0.19877990909541646,0.19877990909541646,0,0.0,30.0,40.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,1.427914863943955,0,0.245,0.5,0.0021418722959159323
GEV,0.17381640239618718,0.17381640239618718,0.0,10,4.28,50.0,30.0,2,0.0,1,0.0,0.0,0,0,0,0.3,90,50.0,0,0.33023671952076256,0.8,0.1358357408386655
GILD,0.2541319452691823,0.2541319452691823,0.0,10,4.28,40.0,20.0,1,0.0021271750330924986,1,0.0,0.0010635875165462493,0,0,0,0.3,90,2.8203739123705107,0,0.25417361094616353,0.8,0.09381489422269733
GIS,-0.29016170487739146,-0.29016170487739146,0.0,10,4.28,20.0,60.0,1,0.0,1,0.0,0.0,0,0,0,0.3,90,-12.14221978172833,0,0.24696765902452172,0.8,-0.1197699263796795
GL,0.4263213397935033,0.4263213397935033,0.0,10,4.28,60.0,20.0,1,-0.018274541199207305,1,0.0,-0.009137270599603653,0,0,0,0.3,90,-1.3525911481925639,0,0.21973573204129931,0.3,0.1417012198456751
GLW,0.48093712446279824,0.48093712446279824,0.0,10,4.28,70.0,20.0,1,-0.006595728546380996,1,0.0,-0.003297864273190498,0,0,0,0.3,90,1.2145748987854197,0,0.20881257510744033,0.3,0.1681711373462432
GM,0.3443261375185102,0.3443261375185102,0.0,10,4.28,60.0,20.0,2,0.0,1,0.0,0.0,0,0,0,0.3,90,40.18974871934772,0,0.29613477249629794,0.8,0.18079877121050014
GNRC,0.4573426963761449,0.4573426963761449,0.0,10,4.28,60.0,0.0,1,0.0021271750330924986,1,0.0,0.0010635875165462493,0,0,0,0.3,90,35.489115707704826,0,0.21353146072477103,0.8,0.21394176980313567
GOOG,-0.1079742006957531,-0.1079742006957531,0.0,10,4.28,20.0,30.0,3,0.0,1,0.0,0.0,0,0,0,0.3,90,6.7821832791217975,0,0.40340515986084935,0.8,-0.02761769532483089
GOOGL,-0.24239490889012813,-0.24239490889012813,0.0,10,4.28,10.0,50.0,3,0.0,1,0.0,0.0,0,0,0,0.3,90,7.012344367242081,0,0.37652101822197437,0.8,-0.07431970156068171
GPC,0.30350757036358117,0.30350757036358117,0.0,10,4.28,50.0,10.0,3,0.0,1,0.0,0.0,0,0,0,0.3,90,1.2591605215132857,0,0.3642984859272837,0.8,0.10811639040952334
GPN,0.1844713831320405,0.11110047493129968,0.07337090820074083,5,2.14,50.0,20.0,0,0.0012763050198554991,0,0.0,0.0006381525099277496,0,0,0,0.3,90,0.6169909824394968,0,0.2081057233735919,0.8,0.06587336207583006
GRMN,0.47991836480796335,0.47991836480796335,0.0,10,4.28,50.0,0.0,2,0.0,1,0.0,0.0,0,0,0,0.3,90,13.140016209483093,0,0.26901632703840733,0.8,0.1876814519970118
GS,0.19469083994626998,0.19469083994626998,0.0,10,4.28,30.0,10.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,7.061743819243167,0,0.20606183201074602,0.8,0.07873440971005924
GWW,-0.34445195994339883,-0.11442435029894113,-0.2300276096444577,4,1.712,20.0,40.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,-0.21763970323204293,0,0.17610960801132025,0.8,-0.12088464553503764
HAL,0.21580833424814044,0.21580833424814044,0.0,10,4.28,40.0,30.0,2,0.0018323259428143501,1,0.0,0.0009161629714071751,0,0,0,0.3,90,10.419594458944,0,0.32183833315037186,0.8,0.09171200645810945
HAS,-0.06121710268780589,-0.06121710268780589,0.0,10,4.28,40.0,40.0,2,-0.003297864273190498,1,0.0,-0.001648932136595249,0,0,0,0.3,90,50.0,0,0.3527565794624388,0.8,0.05258465477731079
HBAN,0.6310988141223788,0.6310988141223788,0.0,10,4.28,70.0,0.0,4,0.0032655881345272065,1,0.0,0.0,0,0,0,0.3,90,14.16046394812549,0,0.3587802371755242,0.8,0.24310495730537895
HCA,-0.3483029788825661,-0.3483029788825661,0.0,10,4.28,20.0,60.0,4,0.0,1,0.0,0.0,0,0,0,0.3,90,0.28978839555976216,0,0.41533940422348675,0.8,-0.12147136001555849
HD,-0.29927246607840063,-0.29927246607840063,0.0,10,4.28,20.0,60.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,7.799619530754601,0,0.1851455067843199,0.8,-0.09304593383130833
HIG,0.09190717730671168,0.09190717730671168,0.0,10,4.28,40.0,30.0,2,0.0,1,0.0,0.0,0,0,0,0.3,90,-8.834228764128484,0,0.34661856453865764,0.8,0.01891616891115636
HII,0.4446751608513296,0.4446751608513296,0.0,10,4.28,50.0,20.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,5.031366421680137,0,0.1560649678297341,0.8,0.16318335593048555
HLT,0.456362449657172,0.456362449657172,0.0,10,4.28,60.0,10.0,2,0.0,1,0.0,0.0,0,0,0,0.3,90,1.77833589889005,0,0.2737275100685656,0.8,0.16239436122834527
HON,0.26154111977666616,0.26154111977666616,0.0,10,4.28,50.0,30.0,3,0.0,1,0.0,0.0,0,0,0,0.3,90,5.554310924224946,0,0.37269177604466674,0.8,0.09987085830817057
HOOD,-0.42207842553034425,-0.42207842553034425,0.0,10,4.28,20.0,70.0,2,0.005442646890878678,1,0.0,0.002721323445439339,0,0,0,0.3,90,-1.981015270326047,0,0.28058431489393115,0.3,-0.14906617777384595
HPE,0.3606985408812761,0.3606985408812761,0.0,10,4.28,60.0,20.0,1,0.0,0,0.0,0.0,0,0,0,0.3,90,10.753292780589208,0,0.2328602918237448,0.8,0.14237442847933046
HPQ,0.15552605636831787,0.14978695204481482,0.0057391043235030526,9,3.852,40.0,30.0,1,0.0,1,0.0,0.0,0,0,0,0.3,90,5.613142968902801,0,0.27389478872633644,0.8,0.06285383418226545
HRL,-0.15763074746355416,-0.17487463871948422,0.017243891255930066,5,2.14,30.0,40.0,0,0.004081985168159008,0,0.0,0.002040992584079504,0,0,0,0.3,90,6.117353308364546,0,0.21347385050728918,0.3,-0.04477013609924943
HSIC,0.3700615618377924,0.28905836967751386,0.08100319216027851,5,2.14,40.0,10.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,3.483693595594991,0,0.17098768763244154,0.8,0.1347470870366198
HST,0.6902391328476369,0.37957161031663417,0.31066752253100277,4,1.712,70.0,20.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,4.074517354425771,0,0.10695217343047261,0.8,0.24769547252831156
HSY,-0.009104579128324986,-0.009104579128324986,0.0,10,4.28,30.0,40.0,2,-0.005205155164003372,0,0.0,0.0,0,0,0,0.3,90,21.770587062409206,0,0.36317908417433503,0.8,0.027907731349499053
HUBB,0.09348302416037768,-0.11332927476614714,0.2068122989265248,8,3.424,20.0,40.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,0.18066407284172875,0,0.22630339516792447,0.8,0.032990054565394784
HUM,0.21814238587394358,0.21814238587394358,0.0,10,4.28,50.0,20.0,4,0.0,1,0.0,0.0,0,0,0,0.3,90,1.0529699869738782,0,0.44137152282521125,0.8,0.07792929003634107
HWM,0.267077100980613,0.3299203285947442,-0.06284322761413119,9,3.852,50.0,20.0,2,0.002127175033092499,0,0.0,0.0010635875165462495,0,0,0,0.3,90,8.699027920121747,0,0.3115845798038774,0.8,0.10716367973332491
IBKR,0.08143756445497274,0.08143756445497274,0.0,10,4.28,60.0,20.0,3,0.0,1,0.0,0.0,0,0,0,0.3,90,0.10344022156227332,0,0.40871248710900543,0.8,0.02865830789158387
IBM,0.02169955475255847,0.02169955475255847,0.0,10,4.28,30.0,40.0,2,0.0,1,0.0,0.0,0,0,0,0.3,90,5.453200311390603,0,0.36066008904948826,0.8,0.015774644630481366
ICE,0.04580184668302536,0.04580184668302536,0.0,10,4.28,30.0,30.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,2.225649670905138,0,0.23583963066339492,0.8,0.01936912084541658
IDXX,0.4618834089487791,0.14762987848371267,0.31425353046506643,2,0.856,40.0,20.0,0,0.0014181166887283325,0,0.0,0.0007090583443641662,0,0,0,0.3,90,4.80503880848921,0,0.15262331821024416,0.8,0.16929218635142498
IEX,0.22427228251472114,0.22427228251472114,0.0,10,4.28,20.0,10.0,2,0.0,1,0.0,0.0,0,0,0,0.3,90,12.913333370971117,0,0.32014554349705576,0.8,0.09786529893660907
IFF,0.11308486480265856,0.16121111623942852,-0.04812625143676996,2,1.2228571428571429,30.0,40.0,0,0.0,0,0.0,0.0,0,0,0,0.3,90,-3.8114704821449985,0,0.22238302703946827,0.8,0.033862496957713
